sku_code,cpse_name,depot_location,raw_description,quantity,unit_cost_inr,days_idle,po_no,heat_no,standard,hsn_code,gem_category,mesc_code,cppp_tender_id
IOCL-CEN-00249,IOCL,"Paradip Refinery, Odisha",MECH SEAL CART 6IN AISI 410 API 610,37,35838.55,66,IOCL/PO/2024/639535,HT-C37723,API 682,84139120,GeM/CAT/PUMPS/SPARES/API610,58.10.29.33.261.1,CPPP/2025/IOCL_479818
IOCL-RED-00250,IOCL,"Mathura Refinery, Uttar Pradesh",RED CONC 6IN SCH 80 ASTM A403 WP316L,55,3921.87,177,IOCL/PO/2024/123536,HT-B15655,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.26.83.706.1,CPPP/2025/IOCL_268956
IOCL-GLO-00251,IOCL,"Bongaigaon Refinery, Assam",VLV GL 1IN 600# ASTM A350 LF2 RF,134,44057.11,1102,IOCL/PO/2024/793889,HT-C21239,BS 1873,84818030,GeM/CAT/VALVES/GLOBE/BS1873,77.12.37.67.721.1,CPPP/2025/IOCL_594312
IOCL-PSV-00252,IOCL,"Haldia Refinery, West Bengal",VLV PSV FLG 20IN 1500# ORIFICE-T ASTM A351 CF8M,161,153971.38,537,IOCL/PO/2024/818894,HT-C69437,API 526,84814000,GeM/CAT/VALVES/SAFETY_RELIEF/API526,77.40.86.85.170.1,CPPP/2025/IOCL_340977
IOCL-PIP-00253,IOCL,"Digboi Refinery, Assam",PIPE SMLS 24IN SCH 40 ASTM A106 GR.B BE,159,7979.04,14,IOCL/PO/2024/197716,HT-X96427,API 5L PSL2,73041910,GeM/CAT/PIPES/SEAMLESS/ASME,60.15.26.87.652.1,CPPP/2025/IOCL_967719
IOCL-FLA-00254,IOCL,"Digboi Refinery, Assam",FLG SWRF 16IN 1500# ASTM A182 F53,125,24079.99,969,IOCL/PO/2024/898531,HT-Z22807,ASME B16.5,73072100,GeM/CAT/FLANGES/ASME/B16.5,74.20.64.27.360.1,CPPP/2025/IOCL_600318
IOCL-GAS-00255,IOCL,"Paradip Refinery, Odisha",GSKT RTJ OCT 10IN 1500# SOFT IRON,50,3584.7,957,IOCL/PO/2024/223552,HT-Z10942,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.58.93.310.1,CPPP/2025/IOCL_821175
IOCL-GAS-00256,IOCL,"Guwahati Refinery, Assam",GSKT RTJ OCT 4IN 2500# SOFT IRON,68,3885.13,311,IOCL/PO/2024/741603,HT-C99208,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.60.36.523.1,CPPP/2025/IOCL_678923
IOCL-GAS-00257,IOCL,"Bongaigaon Refinery, Assam",GSKT RTJ OCT 2IN 600# ASTM A182 F316L,103,9292.82,27,IOCL/PO/2024/568288,HT-B23143,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.37.75.510.1,CPPP/2025/IOCL_924265
IOCL-BUT-00258,IOCL,"Bongaigaon Refinery, Assam",VLV BFV 4IN 2500# ASTM A352 LCB SS316+STELLITE RTJ,25,23874.07,336,IOCL/PO/2024/192422,HT-A44483,API 609,84818030,GeM/CAT/VALVES/BUTTERFLY/API609,77.18.38.57.181.1,CPPP/2025/IOCL_738613
IOCL-FLA-00259,IOCL,"Digboi Refinery, Assam",FLG WNRF 16IN 1500# ASTM A182 F11,46,6349.72,73,IOCL/PO/2024/991884,HT-Z47487,ASME B16.5,73072100,GeM/CAT/FLANGES/ASME/B16.5,74.20.34.14.902.1,CPPP/2025/IOCL_728636
IOCL-TEE-00260,IOCL,"Bongaigaon Refinery, Assam",TEE EQ 3IN SCH 160 ASTM A420 WPL6,42,4827.79,236,IOCL/PO/2024/802191,HT-X63143,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.85.35.630.1,CPPP/2025/IOCL_116112
IOCL-GAS-00261,IOCL,"Mathura Refinery, Uttar Pradesh",GSKT SWG 16IN 1500# INCONEL 625/FG,91,14277.95,597,IOCL/PO/2024/303974,HT-X62947,ASME B16.20,84841000,GeM/CAT/GASKETS/SPIRAL_WOUND/B16.20,85.20.83.10.367.1,CPPP/2025/IOCL_283537
IOCL-PIP-00262,IOCL,"Bongaigaon Refinery, Assam",PIPE ERW 3IN ASTM A333 GR.6 BE,149,15327.87,752,IOCL/PO/2024/607122,HT-B54520,API 5L PSL2,73041910,GeM/CAT/PIPES/SEAMLESS/ASME,60.15.68.97.571.1,CPPP/2025/IOCL_715332
IOCL-PSV-00263,IOCL,"Panipat Refinery, Haryana",VLV PSV FLG 4IN 2500# ORIFICE-R ASTM A351 CF8M,175,168117.96,256,IOCL/PO/2024/641593,HT-Z11274,API 526,84814000,GeM/CAT/VALVES/SAFETY_RELIEF/API526,77.40.99.43.354.1,CPPP/2025/IOCL_401244
IOCL-GAT-00264,IOCL,"Digboi Refinery, Assam",VLV GT 1IN 900# ASTM A351 CF8M TR1 RTJ,57,53166.24,553,IOCL/PO/2024/816289,HT-B75404,ASME B16.34,84818030,GeM/CAT/VALVES/GATE/API600,77.10.35.40.853.1,CPPP/2025/IOCL_353814
IOCL-PSV-00265,IOCL,"Barauni Refinery, Bihar",VLV PSV FLG 24IN 1500# ORIFICE-J ASTM A216 WCB,29,48255.88,1058,IOCL/PO/2024/616596,HT-Z10868,API 526,84814000,GeM/CAT/VALVES/SAFETY_RELIEF/API526,77.40.79.15.968.1,CPPP/2025/IOCL_605719
IOCL-BUT-00266,IOCL,"Guwahati Refinery, Assam",VLV BFV 1IN 1500# ASTM A352 LCB NITRONIC-60 RTJ,58,27723.73,421,IOCL/PO/2024/938095,HT-X72694,ASME B16.34,84818030,GeM/CAT/VALVES/BUTTERFLY/API609,77.18.79.14.614.1,CPPP/2025/IOCL_464158
IOCL-PIP-00267,IOCL,"Koyali Refinery, Gujarat",PIPE SMLS 3IN SCH XXS ASTM A333 GR.6 BE,55,10185.33,146,IOCL/PO/2024/742544,HT-C34530,API 5L PSL2,73041910,GeM/CAT/PIPES/SEAMLESS/ASME,60.15.80.43.342.1,CPPP/2025/IOCL_382495
IOCL-ELB-00268,IOCL,"Guwahati Refinery, Assam",ELB 90 LR 4IN SCH 80 ASTM A403 WP316L,95,3923.51,61,IOCL/PO/2024/699166,HT-B85483,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.97.39.933.1,CPPP/2025/IOCL_204721
IOCL-GAS-00269,IOCL,"Barauni Refinery, Bihar",GSKT SWG 24IN 900# INCONEL 625/FG,40,10352.51,99,IOCL/PO/2024/623866,HT-B92660,ASME B16.20,84841000,GeM/CAT/GASKETS/SPIRAL_WOUND/B16.20,85.20.76.78.837.1,CPPP/2025/IOCL_431064
IOCL-GAS-00270,IOCL,"Haldia Refinery, West Bengal",GSKT RTJ OCT 4IN 150# LOW CARBON STEEL,67,2992.06,826,IOCL/PO/2024/450912,HT-C57312,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.56.81.670.1,CPPP/2025/IOCL_949363
IOCL-BAL-00271,IOCL,"Guwahati Refinery, Assam",VLV BL 10IN 300# ASTM A216 WCB RF,168,29599.1,184,IOCL/PO/2024/440881,HT-Z73896,API 607,84818030,GeM/CAT/VALVES/BALL/API6D,77.16.67.20.490.1,CPPP/2025/IOCL_743473
IOCL-BAL-00272,IOCL,"Haldia Refinery, West Bengal",VLV BL 20IN 600# ASTM A352 LCB 316SS/DEV RF,158,27583.61,83,IOCL/PO/2024/269868,HT-C39912,API 607,84818030,GeM/CAT/VALVES/BALL/API6D,77.16.50.50.768.1,CPPP/2025/IOCL_405509
IOCL-GAS-00273,IOCL,"Barauni Refinery, Bihar",GSKT SWG 6IN 600# SS304/FG,135,2570.29,67,IOCL/PO/2024/995706,HT-A26389,ASME B16.20,84841000,GeM/CAT/GASKETS/SPIRAL_WOUND/B16.20,85.20.40.94.357.1,CPPP/2025/IOCL_880009
IOCL-GAS-00274,IOCL,"Mathura Refinery, Uttar Pradesh",GSKT SWG 3/4IN 150# SS304/FG,15,2281.85,13,IOCL/PO/2024/208976,HT-C91015,ASME B16.20,84841000,GeM/CAT/GASKETS/SPIRAL_WOUND/B16.20,85.20.29.20.770.1,CPPP/2025/IOCL_508783
IOCL-BAL-00275,IOCL,"Paradip Refinery, Odisha",VLV BL 1IN 300# ASTM A351 CF8M 316SS/PEEK RF,45,69474.36,112,IOCL/PO/2024/440998,HT-X71235,API 607,84818030,GeM/CAT/VALVES/BALL/API6D,77.16.79.44.661.1,CPPP/2025/IOCL_566453
IOCL-GLO-00276,IOCL,"Bongaigaon Refinery, Assam",VLV GL 16IN 2500# ASTM A350 LF2 TR12 RTJ,113,43298.53,253,IOCL/PO/2024/665883,HT-B21738,API 602,84818030,GeM/CAT/VALVES/GLOBE/BS1873,77.12.66.49.474.1,CPPP/2025/IOCL_532227
IOCL-BAL-00277,IOCL,"Koyali Refinery, Gujarat",VLV BL 3IN 600# ASTM A216 WCB INCONEL/STELLITE RF,4,28199.57,72,IOCL/PO/2024/903072,HT-X48393,API 6D,84818030,GeM/CAT/VALVES/BALL/API6D,77.16.86.39.915.1,CPPP/2025/IOCL_107568
IOCL-TEE-00278,IOCL,"Guwahati Refinery, Assam",TEE EQ 1IN SCH 80 ASTM A403 WP316L,101,4996.09,58,IOCL/PO/2024/542750,HT-B77713,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.88.98.801.1,CPPP/2025/IOCL_385071
IOCL-BAL-00279,IOCL,"Bongaigaon Refinery, Assam",VLV BL 1IN 300# ASTM A182 F51 316SS/DEV RF,165,62075.37,644,IOCL/PO/2024/753004,HT-X34613,API 6D,84818030,GeM/CAT/VALVES/BALL/API6D,77.16.51.12.255.1,CPPP/2025/IOCL_152042
IOCL-TEE-00280,IOCL,"Panipat Refinery, Haryana",TEE EQ 1IN SCH 80 ASTM A234 WPB,4,4383.75,39,IOCL/PO/2024/617555,HT-B54815,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.63.49.904.1,CPPP/2025/IOCL_938297
IOCL-ELB-00281,IOCL,"Guwahati Refinery, Assam",ELB 90 LR 24IN SCH 80 ASTM A234 WPB,102,2809.66,19,IOCL/PO/2024/982417,HT-C60014,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.11.25.886.1,CPPP/2025/IOCL_849398
IOCL-CHE-00282,IOCL,"Digboi Refinery, Assam",VLV CHK 1/2IN 300# ASTM A105 TR8 RF,26,21068.14,201,IOCL/PO/2024/814544,HT-C52344,BS 1868,84813000,GeM/CAT/VALVES/CHECK/API594,77.14.30.90.845.1,CPPP/2025/IOCL_144235
IOCL-GAS-00283,IOCL,"Bongaigaon Refinery, Assam",GSKT SWG 12IN 600# SS304/FG,15,1993.66,607,IOCL/PO/2024/555251,HT-C11974,ASME B16.20,84841000,GeM/CAT/GASKETS/SPIRAL_WOUND/B16.20,85.20.31.45.698.1,CPPP/2025/IOCL_225461
IOCL-PIP-00284,IOCL,"Paradip Refinery, Odisha",PIPE SMLS 16IN ASTM A106 GR.B BE,24,8803.44,41,IOCL/PO/2024/819265,HT-Z54357,API 5L PSL2,73041910,GeM/CAT/PIPES/SEAMLESS/ASME,60.15.90.17.161.1,CPPP/2025/IOCL_472787
IOCL-STU-00285,IOCL,"Koyali Refinery, Gujarat",STUD BLT 7/8IN X 150MM ASTM A193 B7 W/ 2H NUTS,167,2413.51,54,IOCL/PO/2024/122390,HT-X56945,ASME B18.2.1,73181500,GeM/CAT/FASTENERS/STUD_BOLTS/B16.5,81.30.27.42.140.1,CPPP/2025/IOCL_608876
IOCL-GAS-00286,IOCL,"Haldia Refinery, West Bengal",GSKT SWG 1.5IN 1500# INCONEL 625/FG,91,10300.98,647,IOCL/PO/2024/681456,HT-B19027,ASME B16.20,84841000,GeM/CAT/GASKETS/SPIRAL_WOUND/B16.20,85.20.77.29.560.1,CPPP/2025/IOCL_410035
IOCL-PSV-00287,IOCL,"Barauni Refinery, Bihar",VLV PSV FLG 20IN 2500# ORIFICE-M ASTM A351 CF8M,49,129732.32,12,IOCL/PO/2024/436272,HT-A96283,API 526,84814000,GeM/CAT/VALVES/SAFETY_RELIEF/API526,77.40.78.59.294.1,CPPP/2025/IOCL_649526
IOCL-STU-00288,IOCL,"Haldia Refinery, West Bengal",STUD BLT 1-1/8IN X 260MM ASTM A193 B16 W/ 7 NUTS,30,2949.54,22,IOCL/PO/2024/287316,HT-A36486,ASME B18.2.1,73181500,GeM/CAT/FASTENERS/STUD_BOLTS/B16.5,81.30.23.72.296.1,CPPP/2025/IOCL_203550
IOCL-FLA-00289,IOCL,"Digboi Refinery, Assam",FLG BLRF 1/2IN 600# INCONEL 625,20,28778.3,201,IOCL/PO/2024/972496,HT-A71349,ASME B16.5,73072100,GeM/CAT/FLANGES/ASME/B16.5,74.20.91.17.469.1,CPPP/2025/IOCL_685126
IOCL-GAS-00290,IOCL,"Digboi Refinery, Assam",GSKT SWG 24IN 1500# INCONEL 625/FG,12,10733.35,19,IOCL/PO/2024/644719,HT-A23267,ASME B16.20,84841000,GeM/CAT/GASKETS/SPIRAL_WOUND/B16.20,85.20.39.78.494.1,CPPP/2025/IOCL_298663
IOCL-CHE-00291,IOCL,"Bongaigaon Refinery, Assam",VLV CHK 3/4IN 2500# ASTM A352 LCB TR16 RTJ,174,22196.5,68,IOCL/PO/2024/930956,HT-B82085,BS 1868,84813000,GeM/CAT/VALVES/CHECK/API594,77.14.61.74.445.1,CPPP/2025/IOCL_789472
IOCL-GLO-00292,IOCL,"Bongaigaon Refinery, Assam",VLV GL 8IN 600# ASTM A105 TR8 RF,107,30538.25,65,IOCL/PO/2024/690500,HT-Z38039,API 623,84818030,GeM/CAT/VALVES/GLOBE/BS1873,77.12.58.80.862.1,CPPP/2025/IOCL_366431
IOCL-BUT-00293,IOCL,"Haldia Refinery, West Bengal",VLV BFV 2IN 1500# ASTM A351 CF8M SS316+STELLITE RTJ,36,57667.76,48,IOCL/PO/2024/325258,HT-C12844,API 609,84818030,GeM/CAT/VALVES/BUTTERFLY/API609,77.18.98.45.666.1,CPPP/2025/IOCL_636107
IOCL-TEE-00294,IOCL,"Koyali Refinery, Gujarat",TEE EQ 1IN ASTM A403 WP316L,151,4237.52,214,IOCL/PO/2024/196369,HT-Z62402,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.82.37.851.1,CPPP/2025/IOCL_180951
IOCL-GAS-00295,IOCL,"Guwahati Refinery, Assam",GSKT SWG 24IN 2500# SS316L/FG,26,2522.99,1114,IOCL/PO/2024/500080,HT-A17329,ASME B16.20,84841000,GeM/CAT/GASKETS/SPIRAL_WOUND/B16.20,85.20.52.54.936.1,CPPP/2025/IOCL_555401
IOCL-PIP-00296,IOCL,"Mathura Refinery, Uttar Pradesh",PIPE ERW 12IN SCH XXS API 5L X52 BE,136,7455.04,918,IOCL/PO/2024/256846,HT-C75850,ASME B36.10M,73041910,GeM/CAT/PIPES/SEAMLESS/ASME,60.15.99.38.256.1,CPPP/2025/IOCL_152973
IOCL-STU-00297,IOCL,"Digboi Refinery, Assam",STUD BLT 7/8IN X 260MM ASTM A193 B8M W/ 8M NUTS,102,1790.8,28,IOCL/PO/2024/598969,HT-Z16463,ASME B16.5,73181500,GeM/CAT/FASTENERS/STUD_BOLTS/B16.5,81.30.80.61.368.1,CPPP/2025/IOCL_189211
IOCL-PIP-00298,IOCL,"Bongaigaon Refinery, Assam",PIPE ERW 8IN SCH 40 API 5L GR.B BE,148,8905.1,35,IOCL/PO/2024/379190,HT-X52390,API 5L PSL2,73041910,GeM/CAT/PIPES/SEAMLESS/ASME,60.15.97.83.191.1,CPPP/2025/IOCL_217996
IOCL-STU-00299,IOCL,"Digboi Refinery, Assam",STUD BLT 1-1/8IN X 150MM ASTM A320 L7 W/ 7 NUTS,80,2119.87,274,IOCL/PO/2024/753453,HT-B67732,ASME B18.2.1,73181500,GeM/CAT/FASTENERS/STUD_BOLTS/B16.5,81.30.15.39.304.1,CPPP/2025/IOCL_818651
IOCL-BUT-00300,IOCL,"Koyali Refinery, Gujarat",VLV BFV 1.5IN 1500# ASTM A216 WCB SS316+STELLITE RTJ,75,36774.22,11,IOCL/PO/2024/419939,HT-X71759,API 609,84818030,GeM/CAT/VALVES/BUTTERFLY/API609,77.18.12.52.314.1,CPPP/2025/IOCL_875959
IOCL-TEE-00301,IOCL,"Paradip Refinery, Odisha",TEE EQ 10IN SCH 160 ASTM A403 WP304L,179,5519.22,962,IOCL/PO/2024/652388,HT-A43483,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.31.17.390.1,CPPP/2025/IOCL_310445
IOCL-GAS-00302,IOCL,"Barauni Refinery, Bihar",GSKT RTJ OCT 3/4IN 900# LOW CARBON STEEL,171,4012.63,150,IOCL/PO/2024/780956,HT-X40299,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.58.75.826.1,CPPP/2025/IOCL_204442
IOCL-CEN-00303,IOCL,"Guwahati Refinery, Assam",PUMP SHAFT SLEEVE 1.5IN ASTM A743 CA15 API 610,7,47474.44,221,IOCL/PO/2024/449773,HT-X61563,API 610,84139120,GeM/CAT/PUMPS/SPARES/API610,58.10.30.12.455.1,CPPP/2025/IOCL_817552
IOCL-BUT-00304,IOCL,"Guwahati Refinery, Assam",VLV BFV 12IN 600# ASTM A216 WCB NITRONIC-60 RF,9,36101.48,81,IOCL/PO/2024/458388,HT-X96105,API 609,84818030,GeM/CAT/VALVES/BUTTERFLY/API609,77.18.27.21.847.1,CPPP/2025/IOCL_500773
IOCL-TEE-00305,IOCL,"Paradip Refinery, Odisha",TEE EQ 10IN SCH 80 ASTM A420 WPL6,35,4405.8,960,IOCL/PO/2024/817276,HT-B28102,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.49.98.822.1,CPPP/2025/IOCL_649249
IOCL-CEN-00306,IOCL,"Koyali Refinery, Gujarat",MECH SEAL CART 3IN ASTM A743 CF8M API 610,83,91646.72,110,IOCL/PO/2024/534152,HT-X49760,API 610,84139120,GeM/CAT/PUMPS/SPARES/API610,58.10.66.91.856.1,CPPP/2025/IOCL_387096
IOCL-GLO-00307,IOCL,"Paradip Refinery, Odisha",VLV GL 10IN 600# ASTM A352 LCB RF,158,27667.25,602,IOCL/PO/2024/127351,HT-C20417,API 602,84818030,GeM/CAT/VALVES/GLOBE/BS1873,77.12.98.71.237.1,CPPP/2025/IOCL_626725
IOCL-PSV-00308,IOCL,"Haldia Refinery, West Bengal",VLV PSV FLG 24IN 900# ORIFICE-L ASTM A351 CF8M,43,135648.05,210,IOCL/PO/2024/901677,HT-A45370,API 526,84814000,GeM/CAT/VALVES/SAFETY_RELIEF/API526,77.40.62.38.860.1,CPPP/2025/IOCL_803950
IOCL-CHE-00309,IOCL,"Paradip Refinery, Odisha",VLV CHK 3IN 900# ASTM A105 RTJ,111,25228.97,988,IOCL/PO/2024/964371,HT-X51012,BS 1868,84813000,GeM/CAT/VALVES/CHECK/API594,77.14.60.88.860.1,CPPP/2025/IOCL_699716
IOCL-RED-00310,IOCL,"Bongaigaon Refinery, Assam",RED CONC 6IN SCH 160 ASTM A234 WPB,12,4548.62,360,IOCL/PO/2024/870881,HT-A83098,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.59.76.883.1,CPPP/2025/IOCL_761282
IOCL-FLA-00311,IOCL,"Paradip Refinery, Odisha",FLG SWRF 20IN 600# ASTM A182 F11,77,4479.57,359,IOCL/PO/2024/970206,HT-X21854,ASME B16.5,73072100,GeM/CAT/FLANGES/ASME/B16.5,74.20.74.24.284.1,CPPP/2025/IOCL_916558
IOCL-RED-00312,IOCL,"Bongaigaon Refinery, Assam",RED CONC 1/2IN SCH 80 ASTM A403 WP316L,53,3876.63,141,IOCL/PO/2024/825318,HT-B26193,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.21.24.823.1,CPPP/2025/IOCL_571228
IOCL-STU-00313,IOCL,"Guwahati Refinery, Assam",STUD BLT 1-1/4IN X 260MM ASTM A193 B7M W/ 2HM NUTS,45,1872.55,52,IOCL/PO/2024/287555,HT-A64995,ASME B16.5,73181500,GeM/CAT/FASTENERS/STUD_BOLTS/B16.5,81.30.49.49.847.1,CPPP/2025/IOCL_905967
IOCL-ELB-00314,IOCL,"Barauni Refinery, Bihar",ELB 90 LR 1/2IN SCH 40 ASTM A234 WPB,5,3944.63,876,IOCL/PO/2024/946677,HT-A89689,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.73.40.322.1,CPPP/2025/IOCL_717466
IOCL-STU-00315,IOCL,"Haldia Refinery, West Bengal",STUD BLT 7/8IN X 120MM ASTM A193 B7M W/ 2HM NUTS,162,1780.3,81,IOCL/PO/2024/255457,HT-A95626,ASME B16.5,73181500,GeM/CAT/FASTENERS/STUD_BOLTS/B16.5,81.30.54.14.248.1,CPPP/2025/IOCL_995304
IOCL-FLA-00316,IOCL,"Barauni Refinery, Bihar",FLG BLRF 3/4IN 900# ASTM A350 LF2,74,6254.09,832,IOCL/PO/2024/707090,HT-C14697,ASME B16.5,73072100,GeM/CAT/FLANGES/ASME/B16.5,74.20.21.48.430.1,CPPP/2025/IOCL_486473
IOCL-CEN-00317,IOCL,"Digboi Refinery, Assam",PUMP IMPELLER 2IN SIC/SIC/FFKM API 610,72,38262.49,52,IOCL/PO/2024/829630,HT-B90223,API 610,84139120,GeM/CAT/PUMPS/SPARES/API610,58.10.17.23.685.1,CPPP/2025/IOCL_865175
IOCL-STU-00318,IOCL,"Bongaigaon Refinery, Assam",STUD BLT 1-1/4IN X 260MM ASTM A193 B7M W/ 2HM NUTS,68,2293.02,498,IOCL/PO/2024/689964,HT-X78118,ASME B18.2.1,73181500,GeM/CAT/FASTENERS/STUD_BOLTS/B16.5,81.30.90.73.604.1,CPPP/2025/IOCL_947228
IOCL-GLO-00319,IOCL,"Paradip Refinery, Odisha",VLV GL 1/2IN 900# ASTM A352 LCB TR1 RTJ,32,27905.53,36,IOCL/PO/2024/450006,HT-C83454,BS 1873,84818030,GeM/CAT/VALVES/GLOBE/BS1873,77.12.91.37.111.1,CPPP/2025/IOCL_771736
IOCL-CHE-00320,IOCL,"Barauni Refinery, Bihar",VLV CHK 8IN 1500# ASTM A216 WCB TR12 RTJ,3,19733.26,265,IOCL/PO/2024/859584,HT-Z90739,API 6D,84813000,GeM/CAT/VALVES/CHECK/API594,77.14.13.32.298.1,CPPP/2025/IOCL_446569
IOCL-PSV-00321,IOCL,"Guwahati Refinery, Assam",VLV PSV FLG 20IN 150# ORIFICE-L ASTM A351 CF8M,119,115776.1,266,IOCL/PO/2024/878656,HT-A78298,ASME SEC VIII,84814000,GeM/CAT/VALVES/SAFETY_RELIEF/API526,77.40.48.82.842.1,CPPP/2025/IOCL_811141
IOCL-BUT-00322,IOCL,"Bongaigaon Refinery, Assam",VLV BFV 3/4IN 300# ASTM A216 WCB NITRONIC-60 RF,9,27726.44,1007,IOCL/PO/2024/983326,HT-B84839,ASME B16.34,84818030,GeM/CAT/VALVES/BUTTERFLY/API609,77.18.87.59.291.1,CPPP/2025/IOCL_724103
IOCL-GAT-00323,IOCL,"Barauni Refinery, Bihar",VLV GT 4IN 150# ASTM A351 CF8M TR1 RF,117,51153.76,205,IOCL/PO/2024/283514,HT-A59049,API 602,84818030,GeM/CAT/VALVES/GATE/API600,77.10.14.35.194.1,CPPP/2025/IOCL_565330
IOCL-TEE-00324,IOCL,"Panipat Refinery, Haryana",TEE EQ 6IN SCH 40 ASTM A420 WPL6,81,5276.45,466,IOCL/PO/2024/809589,HT-B36894,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.14.68.496.1,CPPP/2025/IOCL_848344
IOCL-PSV-00325,IOCL,"Bongaigaon Refinery, Assam",VLV PSV FLG 12IN 1500# ORIFICE-T ASTM A351 CF8M,121,111513.54,899,IOCL/PO/2024/881770,HT-C12946,API 526,84814000,GeM/CAT/VALVES/SAFETY_RELIEF/API526,77.40.83.49.754.1,CPPP/2025/IOCL_320039
IOCL-BUT-00326,IOCL,"Paradip Refinery, Odisha",VLV BFV 12IN 150# ASTM A351 CF8M NITRONIC-60 RF,31,62411.87,11,IOCL/PO/2024/668882,HT-C82006,ASME B16.34,84818030,GeM/CAT/VALVES/BUTTERFLY/API609,77.18.50.44.244.1,CPPP/2025/IOCL_838568
IOCL-GAS-00327,IOCL,"Barauni Refinery, Bihar",GSKT RTJ OCT 2IN 1500# SOFT IRON,140,4406.81,66,IOCL/PO/2024/593602,HT-A23884,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.59.16.188.1,CPPP/2025/IOCL_547181
IOCL-PIP-00328,IOCL,"Koyali Refinery, Gujarat",PIPE SMLS 2IN SCH XXS ASTM A312 TP316L BE,173,10254.82,135,IOCL/PO/2024/695370,HT-B22178,API 5L PSL2,73041910,GeM/CAT/PIPES/SEAMLESS/ASME,60.15.99.69.199.1,CPPP/2025/IOCL_577714
IOCL-BAL-00329,IOCL,"Haldia Refinery, West Bengal",VLV BL 2IN 600# ASTM A352 LCB 316SS/DEV RF,172,27197.0,261,IOCL/PO/2024/131734,HT-A72303,API 607,84818030,GeM/CAT/VALVES/BALL/API6D,77.16.24.54.590.1,CPPP/2025/IOCL_583646
IOCL-PSV-00330,IOCL,"Koyali Refinery, Gujarat",VLV PSV FLG 8IN 150# ORIFICE-Q ASTM A351 CF8M,85,155797.69,675,IOCL/PO/2024/583367,HT-X87402,API 526,84814000,GeM/CAT/VALVES/SAFETY_RELIEF/API526,77.40.62.40.735.1,CPPP/2025/IOCL_355528
IOCL-TEE-00331,IOCL,"Koyali Refinery, Gujarat",TEE EQ 1.5IN SCH 40 ASTM A403 WP316L,113,4696.49,923,IOCL/PO/2024/347625,HT-B96849,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.95.19.857.1,CPPP/2025/IOCL_846490
IOCL-RED-00332,IOCL,"Haldia Refinery, West Bengal",RED CONC 24IN ASTM A403 WP316L,105,3377.11,1067,IOCL/PO/2024/908812,HT-X52914,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.73.92.776.1,CPPP/2025/IOCL_164468
IOCL-GAT-00333,IOCL,"Paradip Refinery, Odisha",VLV GT 12IN 300# ASTM A105 TR1 RF,76,23682.72,59,IOCL/PO/2024/814622,HT-C49286,API 600,84818030,GeM/CAT/VALVES/GATE/API600,77.10.82.96.411.1,CPPP/2025/IOCL_555844
IOCL-GAS-00334,IOCL,"Guwahati Refinery, Assam",GSKT SWG 10IN 1500# INCONEL 625/FG,34,11488.92,744,IOCL/PO/2024/155708,HT-A83404,ASME B16.20,84841000,GeM/CAT/GASKETS/SPIRAL_WOUND/B16.20,85.20.55.24.981.1,CPPP/2025/IOCL_395917
IOCL-PSV-00335,IOCL,"Panipat Refinery, Haryana",VLV PSV FLG 16IN 900# ORIFICE-K ASTM A351 CF8M,141,129889.66,37,IOCL/PO/2024/297370,HT-Z60409,ASME SEC VIII,84814000,GeM/CAT/VALVES/SAFETY_RELIEF/API526,77.40.56.63.257.1,CPPP/2025/IOCL_402483
IOCL-PSV-00336,IOCL,"Koyali Refinery, Gujarat",VLV PSV FLG 1IN 2500# ORIFICE-L ASTM A216 WCB,36,61306.09,165,IOCL/PO/2024/578180,HT-Z65797,API 526,84814000,GeM/CAT/VALVES/SAFETY_RELIEF/API526,77.40.89.33.565.1,CPPP/2025/IOCL_634160
