canonical_id,item_type,size_nb_mm,size_inch,dn_code,pressure_class,metallurgy,facing_end,standard,canonical_description,unspsc_code,gem_category_id
CAN-000342,FLANGE_WELD_NECK,250.0,"10""",DN250,600,ASTM A182 F304,RTJ,ASME B16.5,"FLANGE, WELD NECK, 10"" (DN250), CLASS 600, ASTM A182 F304, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000343,FLANGE_WELD_NECK,250.0,"10""",DN250,600,ASTM A182 F316,RF,ASME B16.5,"FLANGE, WELD NECK, 10"" (DN250), CLASS 600, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000344,FLANGE_WELD_NECK,250.0,"10""",DN250,600,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, WELD NECK, 10"" (DN250), CLASS 600, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000345,FLANGE_WELD_NECK,250.0,"10""",DN250,900,ASTM A105,RF,ASME B16.5,"FLANGE, WELD NECK, 10"" (DN250), CLASS 900, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000346,FLANGE_WELD_NECK,250.0,"10""",DN250,900,ASTM A105,RTJ,ASME B16.5,"FLANGE, WELD NECK, 10"" (DN250), CLASS 900, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000347,FLANGE_WELD_NECK,250.0,"10""",DN250,900,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, WELD NECK, 10"" (DN250), CLASS 900, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000348,FLANGE_WELD_NECK,250.0,"10""",DN250,900,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, WELD NECK, 10"" (DN250), CLASS 900, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000349,FLANGE_WELD_NECK,250.0,"10""",DN250,900,ASTM A182 F304,RF,ASME B16.5,"FLANGE, WELD NECK, 10"" (DN250), CLASS 900, ASTM A182 F304, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000350,FLANGE_WELD_NECK,250.0,"10""",DN250,900,ASTM A182 F304,RTJ,ASME B16.5,"FLANGE, WELD NECK, 10"" (DN250), CLASS 900, ASTM A182 F304, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000351,FLANGE_WELD_NECK,250.0,"10""",DN250,900,ASTM A182 F316,RF,ASME B16.5,"FLANGE, WELD NECK, 10"" (DN250), CLASS 900, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000352,FLANGE_WELD_NECK,250.0,"10""",DN250,900,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, WELD NECK, 10"" (DN250), CLASS 900, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000353,FLANGE_WELD_NECK,250.0,"10""",DN250,1500,ASTM A105,RF,ASME B16.5,"FLANGE, WELD NECK, 10"" (DN250), CLASS 1500, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000354,FLANGE_WELD_NECK,250.0,"10""",DN250,1500,ASTM A105,RTJ,ASME B16.5,"FLANGE, WELD NECK, 10"" (DN250), CLASS 1500, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000355,FLANGE_WELD_NECK,250.0,"10""",DN250,1500,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, WELD NECK, 10"" (DN250), CLASS 1500, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000356,FLANGE_WELD_NECK,250.0,"10""",DN250,1500,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, WELD NECK, 10"" (DN250), CLASS 1500, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000357,FLANGE_WELD_NECK,250.0,"10""",DN250,1500,ASTM A182 F304,RF,ASME B16.5,"FLANGE, WELD NECK, 10"" (DN250), CLASS 1500, ASTM A182 F304, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000358,FLANGE_WELD_NECK,250.0,"10""",DN250,1500,ASTM A182 F304,RTJ,ASME B16.5,"FLANGE, WELD NECK, 10"" (DN250), CLASS 1500, ASTM A182 F304, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000359,FLANGE_WELD_NECK,250.0,"10""",DN250,1500,ASTM A182 F316,RF,ASME B16.5,"FLANGE, WELD NECK, 10"" (DN250), CLASS 1500, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000360,FLANGE_WELD_NECK,250.0,"10""",DN250,1500,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, WELD NECK, 10"" (DN250), CLASS 1500, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000361,FLANGE_WELD_NECK,300.0,"12""",DN300,150,ASTM A105,RF,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 150, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000362,FLANGE_WELD_NECK,300.0,"12""",DN300,150,ASTM A105,RTJ,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 150, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000363,FLANGE_WELD_NECK,300.0,"12""",DN300,150,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 150, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000364,FLANGE_WELD_NECK,300.0,"12""",DN300,150,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 150, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000365,FLANGE_WELD_NECK,300.0,"12""",DN300,150,ASTM A182 F304,RF,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 150, ASTM A182 F304, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000366,FLANGE_WELD_NECK,300.0,"12""",DN300,150,ASTM A182 F304,RTJ,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 150, ASTM A182 F304, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000367,FLANGE_WELD_NECK,300.0,"12""",DN300,150,ASTM A182 F316,RF,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 150, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000368,FLANGE_WELD_NECK,300.0,"12""",DN300,150,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 150, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000369,FLANGE_WELD_NECK,300.0,"12""",DN300,300,ASTM A105,RF,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 300, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000370,FLANGE_WELD_NECK,300.0,"12""",DN300,300,ASTM A105,RTJ,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 300, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000371,FLANGE_WELD_NECK,300.0,"12""",DN300,300,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 300, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000372,FLANGE_WELD_NECK,300.0,"12""",DN300,300,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 300, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000373,FLANGE_WELD_NECK,300.0,"12""",DN300,300,ASTM A182 F304,RF,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 300, ASTM A182 F304, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000374,FLANGE_WELD_NECK,300.0,"12""",DN300,300,ASTM A182 F304,RTJ,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 300, ASTM A182 F304, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000375,FLANGE_WELD_NECK,300.0,"12""",DN300,300,ASTM A182 F316,RF,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 300, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000376,FLANGE_WELD_NECK,300.0,"12""",DN300,300,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 300, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000377,FLANGE_WELD_NECK,300.0,"12""",DN300,600,ASTM A105,RF,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 600, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000378,FLANGE_WELD_NECK,300.0,"12""",DN300,600,ASTM A105,RTJ,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 600, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000379,FLANGE_WELD_NECK,300.0,"12""",DN300,600,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 600, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000380,FLANGE_WELD_NECK,300.0,"12""",DN300,600,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 600, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000381,FLANGE_WELD_NECK,300.0,"12""",DN300,600,ASTM A182 F304,RF,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 600, ASTM A182 F304, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000382,FLANGE_WELD_NECK,300.0,"12""",DN300,600,ASTM A182 F304,RTJ,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 600, ASTM A182 F304, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000383,FLANGE_WELD_NECK,300.0,"12""",DN300,600,ASTM A182 F316,RF,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 600, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000384,FLANGE_WELD_NECK,300.0,"12""",DN300,600,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 600, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000385,FLANGE_WELD_NECK,300.0,"12""",DN300,900,ASTM A105,RF,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 900, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000386,FLANGE_WELD_NECK,300.0,"12""",DN300,900,ASTM A105,RTJ,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 900, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000387,FLANGE_WELD_NECK,300.0,"12""",DN300,900,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 900, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000388,FLANGE_WELD_NECK,300.0,"12""",DN300,900,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 900, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000389,FLANGE_WELD_NECK,300.0,"12""",DN300,900,ASTM A182 F304,RF,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 900, ASTM A182 F304, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000390,FLANGE_WELD_NECK,300.0,"12""",DN300,900,ASTM A182 F304,RTJ,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 900, ASTM A182 F304, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000391,FLANGE_WELD_NECK,300.0,"12""",DN300,900,ASTM A182 F316,RF,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 900, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000392,FLANGE_WELD_NECK,300.0,"12""",DN300,900,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 900, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000393,FLANGE_WELD_NECK,300.0,"12""",DN300,1500,ASTM A105,RF,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 1500, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000394,FLANGE_WELD_NECK,300.0,"12""",DN300,1500,ASTM A105,RTJ,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 1500, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000395,FLANGE_WELD_NECK,300.0,"12""",DN300,1500,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 1500, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000396,FLANGE_WELD_NECK,300.0,"12""",DN300,1500,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 1500, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000397,FLANGE_WELD_NECK,300.0,"12""",DN300,1500,ASTM A182 F304,RF,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 1500, ASTM A182 F304, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000398,FLANGE_WELD_NECK,300.0,"12""",DN300,1500,ASTM A182 F304,RTJ,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 1500, ASTM A182 F304, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000399,FLANGE_WELD_NECK,300.0,"12""",DN300,1500,ASTM A182 F316,RF,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 1500, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000400,FLANGE_WELD_NECK,300.0,"12""",DN300,1500,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, WELD NECK, 12"" (DN300), CLASS 1500, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000401,FLANGE_BLIND,15.0,"1/2""",DN15,150,ASTM A105,RF,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 150, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000402,FLANGE_BLIND,15.0,"1/2""",DN15,150,ASTM A105,RTJ,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 150, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000403,FLANGE_BLIND,15.0,"1/2""",DN15,150,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 150, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000404,FLANGE_BLIND,15.0,"1/2""",DN15,150,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 150, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000405,FLANGE_BLIND,15.0,"1/2""",DN15,150,ASTM A182 F316,RF,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 150, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000406,FLANGE_BLIND,15.0,"1/2""",DN15,150,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 150, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000407,FLANGE_BLIND,15.0,"1/2""",DN15,300,ASTM A105,RF,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 300, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000408,FLANGE_BLIND,15.0,"1/2""",DN15,300,ASTM A105,RTJ,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 300, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000409,FLANGE_BLIND,15.0,"1/2""",DN15,300,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 300, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000410,FLANGE_BLIND,15.0,"1/2""",DN15,300,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 300, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000411,FLANGE_BLIND,15.0,"1/2""",DN15,300,ASTM A182 F316,RF,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 300, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000412,FLANGE_BLIND,15.0,"1/2""",DN15,300,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 300, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000413,FLANGE_BLIND,15.0,"1/2""",DN15,600,ASTM A105,RF,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 600, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000414,FLANGE_BLIND,15.0,"1/2""",DN15,600,ASTM A105,RTJ,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 600, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000415,FLANGE_BLIND,15.0,"1/2""",DN15,600,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 600, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000416,FLANGE_BLIND,15.0,"1/2""",DN15,600,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 600, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000417,FLANGE_BLIND,15.0,"1/2""",DN15,600,ASTM A182 F316,RF,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 600, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000418,FLANGE_BLIND,15.0,"1/2""",DN15,600,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 600, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000419,FLANGE_BLIND,15.0,"1/2""",DN15,900,ASTM A105,RF,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 900, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000420,FLANGE_BLIND,15.0,"1/2""",DN15,900,ASTM A105,RTJ,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 900, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000421,FLANGE_BLIND,15.0,"1/2""",DN15,900,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 900, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000422,FLANGE_BLIND,15.0,"1/2""",DN15,900,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 900, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000423,FLANGE_BLIND,15.0,"1/2""",DN15,900,ASTM A182 F316,RF,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 900, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000424,FLANGE_BLIND,15.0,"1/2""",DN15,900,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 900, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000425,FLANGE_BLIND,15.0,"1/2""",DN15,1500,ASTM A105,RF,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 1500, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000426,FLANGE_BLIND,15.0,"1/2""",DN15,1500,ASTM A105,RTJ,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 1500, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000427,FLANGE_BLIND,15.0,"1/2""",DN15,1500,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 1500, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000428,FLANGE_BLIND,15.0,"1/2""",DN15,1500,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 1500, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000429,FLANGE_BLIND,15.0,"1/2""",DN15,1500,ASTM A182 F316,RF,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 1500, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000430,FLANGE_BLIND,15.0,"1/2""",DN15,1500,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, BLIND, 1/2"" (DN15), CLASS 1500, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000431,FLANGE_BLIND,25.0,"1""",DN25,150,ASTM A105,RF,ASME B16.5,"FLANGE, BLIND, 1"" (DN25), CLASS 150, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000432,FLANGE_BLIND,25.0,"1""",DN25,150,ASTM A105,RTJ,ASME B16.5,"FLANGE, BLIND, 1"" (DN25), CLASS 150, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000433,FLANGE_BLIND,25.0,"1""",DN25,150,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, BLIND, 1"" (DN25), CLASS 150, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000434,FLANGE_BLIND,25.0,"1""",DN25,150,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, BLIND, 1"" (DN25), CLASS 150, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000435,FLANGE_BLIND,25.0,"1""",DN25,150,ASTM A182 F316,RF,ASME B16.5,"FLANGE, BLIND, 1"" (DN25), CLASS 150, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000436,FLANGE_BLIND,25.0,"1""",DN25,150,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, BLIND, 1"" (DN25), CLASS 150, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000437,FLANGE_BLIND,25.0,"1""",DN25,300,ASTM A105,RF,ASME B16.5,"FLANGE, BLIND, 1"" (DN25), CLASS 300, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000438,FLANGE_BLIND,25.0,"1""",DN25,300,ASTM A105,RTJ,ASME B16.5,"FLANGE, BLIND, 1"" (DN25), CLASS 300, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000439,FLANGE_BLIND,25.0,"1""",DN25,300,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, BLIND, 1"" (DN25), CLASS 300, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000440,FLANGE_BLIND,25.0,"1""",DN25,300,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, BLIND, 1"" (DN25), CLASS 300, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000441,FLANGE_BLIND,25.0,"1""",DN25,300,ASTM A182 F316,RF,ASME B16.5,"FLANGE, BLIND, 1"" (DN25), CLASS 300, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000442,FLANGE_BLIND,25.0,"1""",DN25,300,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, BLIND, 1"" (DN25), CLASS 300, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000443,FLANGE_BLIND,25.0,"1""",DN25,600,ASTM A105,RF,ASME B16.5,"FLANGE, BLIND, 1"" (DN25), CLASS 600, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000444,FLANGE_BLIND,25.0,"1""",DN25,600,ASTM A105,RTJ,ASME B16.5,"FLANGE, BLIND, 1"" (DN25), CLASS 600, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000445,FLANGE_BLIND,25.0,"1""",DN25,600,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, BLIND, 1"" (DN25), CLASS 600, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000446,FLANGE_BLIND,25.0,"1""",DN25,600,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, BLIND, 1"" (DN25), CLASS 600, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000447,FLANGE_BLIND,25.0,"1""",DN25,600,ASTM A182 F316,RF,ASME B16.5,"FLANGE, BLIND, 1"" (DN25), CLASS 600, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000448,FLANGE_BLIND,25.0,"1""",DN25,600,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, BLIND, 1"" (DN25), CLASS 600, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000449,FLANGE_BLIND,25.0,"1""",DN25,900,ASTM A105,RF,ASME B16.5,"FLANGE, BLIND, 1"" (DN25), CLASS 900, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-BL
CAN-000450,FLANGE_BLIND,25.0,"1""",DN25,900,ASTM A105,RTJ,ASME B16.5,"FLANGE, BLIND, 1"" (DN25), CLASS 900, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-BL
